OPEN_DATE,STATUS_NAME,DEPOSIT_NUMBER,MAIN_CUSTOMER_NUMBER,MAIN_CUSTOMER_NATIONAL_CODE,MAIN_CUSTOMER_NAME,IS_REAL,LAST_DATE,FIRST_DATE,DEPOSIT_TYPE_ID,SCORE_MONTH_TRUNC
1403/03/28,باز,3120078327131,56367946,3341360298,مهران كاوسي,1,1405/03/28,1405/02/29,417070386234,21246
1403/03/28,باز,3120078424685,44117373,20644132,علي يوسفي راد,1,1405/03/28,1405/02/29,417070386234,48946
1403/03/28,باز,3120078469059,59225725,45875855,مجيد حيدري دولابي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081464104,50938399,1382329849,فريناز حسيني پرغم,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081462108,5744456,84411015,امين مسكن طلب,1,1405/03/28,1405/02/29,417070386234,3085336
1403/03/28,باز,3120078468695,43700610,943430240,رضا حدادزاده,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078465918,7899174,1218832746,عليرضا فياضي,1,1405/03/28,1405/02/29,417070386234,139803
1403/03/28,باز,3120078467347,31212610,57264392,امير صدوقي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078469321,18634062,6359791404,مرواريد اسماعيلي مقدم,1,1405/03/28,1405/02/29,417070386234,127442287
1403/03/28,باز,3120078424819,33485488,1461198021,جعفر شاه محمدزاده,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081467709,10845674,5489918799,احسان علي پور,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078467664,45915917,3100223616,علي پورعزيزي برواتي,1,1405/03/28,1405/02/29,417070386234,510543
1403/04/28,باز,3120081369561,46101439,2939074607,احمد پاياب,1,1405/03/28,1405/02/29,417070386234,47561
1403/03/28,باز,3120078424092,25639374,2480284972,سعيده كريمي,1,1405/03/28,1405/02/29,417070386234,118904
1403/03/28,باز,3120078499450,13369799,18997945,نگار مسعودي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081464056,1685368,3580398921,فاطمه سپاهي,1,1405/03/28,1405/02/29,417070386234,450952
1403/03/28,باز,3120078327698,31145132,690767048,محمدجواد عابديني,1,1405/03/28,1405/02/29,417070386234,1992724
1403/03/28,باز,3120078468872,3466825,5649657467,مجتبي ايرواني,1,1405/03/28,1405/02/29,417070386234,14717
1403/03/28,باز,3120078466809,57241932,3622015403,مهديه مؤمني,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078422601,38462405,3859633104,بهروز آسپهريان,1,1405/03/28,1405/02/29,417070386234,135621
1403/04/28,باز,3120081467024,42430599,1200231767,فاطمه قاسمي,1,1405/03/28,1405/02/29,417070386234,84931
1403/03/28,باز,3120078374154,14511159,5160071563,فاطمه قاسمي خانقاه بر,1,1405/03/28,1405/02/29,417070386234,29381
1403/04/28,باز,3120081469934,26260705,18959113,مهران كلانتري,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081362880,15225383,24910821,اميررضا رضائي,1,1405/03/28,1405/02/29,417070386234,15596
1403/03/28,باز,3120078374759,26819223,1757129553,محمدصادق يزداني,1,1405/03/28,1405/02/29,417070386234,121995
1403/04/28,باز,3120081467570,1606154,2570311863,مهدي زارعي,1,1405/03/28,1405/02/29,417070386234,17975406
1403/03/28,باز,3120078375367,19669336,70785023,اميد عسكري شمس نژاد,1,1405/03/28,1405/02/29,417070386234,2174
1403/03/28,باز,3120078423583,47143592,3330090170,امير شکرانه ارزنقي,1,1405/03/28,1405/02/29,417070386234,271
1403/03/28,باز,3120078422825,5380176,1272244768,اميرحسين جعفري ينگ آبادي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078327687,26153199,1289216150,ساره صابري سهرفروزاني,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081467765,12560726,2851794795,سعيد عبادي يالقوزآغاجي,1,1405/03/28,1405/02/29,417070386234,252979
1403/04/28,باز,3120081363498,32468405,1209099977,سيده خديجه داودي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081369319,13029926,2372275585,نجمه رستمي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081466292,21825503,6219537254,صديقه خليلي,1,1405/03/28,1405/02/29,417070386234,2840
1403/04/28,باز,3120081467547,36618452,2420275659,محمدهادي زارع,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081369583,8508300,4431311092,ربابه بناءزآده,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078327845,6009578,67844944,حميد تقوي,1,1405/03/28,1405/02/29,417070386234,16689
1403/04/28,باز,3120081468237,302217,1209635127,عفت علمداريان ابرقوئي,1,1405/03/28,1405/02/29,417070386234,1119799
1403/03/28,باز,3120078425156,58863776,1741497302,عارف كعب نژاديان فرخ,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081363896,59504139,4271098108,مهدي حسني,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078376836,20412902,5710055883,زهرا چگيني راد,1,1405/03/28,1405/02/29,417070386234,316241
1403/04/28,باز,3120081362291,51600907,1580333664,محمدحسين هاشمي,1,1405/03/28,1405/02/29,417070386234,129859
1403/03/28,باز,3120078326413,2108482,492750777,فريبا حسني,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078327506,4186128,3839587913,هيوا محمدي,1,1405/03/28,1405/02/29,417070386234,2286
1403/03/28,باز,3120078374236,8833114,690718977,سجاد صابري دروكي,1,1405/03/28,1405/02/29,417070386234,143277
1403/04/28,باز,3120081370832,47438922,2291863010,زهرا كريمي,1,1405/03/28,1405/02/29,417070386234,16926260
1403/04/28,باز,3120081463132,27425640,769662668,مجتبي نصري,1,1405/03/28,1405/02/29,417070386234,534442
1403/03/28,باز,3120078421787,57208581,371028991,محمد فروغي منش,1,1405/03/28,1405/02/29,417070386234,4790
1403/04/28,باز,3120081370298,30540548,18224253,مجيد اسدي,1,1405/03/28,1405/02/29,417070386234,6345
1403/03/28,باز,3120078424886,40689128,371202612,سجاد محمدي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078373574,52188988,65258592,حسن افراشته كهروئي,1,1405/03/28,1405/02/29,417070386234,1791
1403/03/28,باز,3120078376290,25282805,4679698969,شكوفه احمدي,1,1405/03/28,1405/02/29,417070386234,1252739
1403/03/28,باز,3120078424808,45072754,1680138812,جليل فرج اللهي آلقو,1,1405/03/28,1405/02/29,417070386234,128423
1403/04/28,باز,3120081464708,728309,5629920650,محمود سلطاني,1,1405/03/28,1405/02/29,417070386234,2604800
1403/03/28,باز,3120078422645,56781850,1602654107,سالار رمضاني ذوالبين,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078326284,48282254,3241776611,پگاه افشاري,1,1405/03/28,1405/02/29,417070386234,849
1403/04/28,باز,3120081469956,20072108,1820556751,ابوالفضل حزبئي,1,1405/03/28,1405/02/29,417070386234,13344
1403/03/28,مسدودي بدهکار,3120078467914,9055205,3660322237,مهلا دانش يار,1,1405/03/28,1405/02/29,417070386234,81534
1403/03/28,باز,3120078468566,30121416,321755227,پوريا سلامي,1,1405/03/28,1405/02/29,417070386234,38244225
1403/04/28,باز,3120081465084,4397720,4489254903,اعظم امامي ميبدي,1,1405/03/28,1405/02/29,417070386234,1441797
1403/03/28,باز,3120078469354,9172252,1272359042,محسن قاسمي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081469101,15146161,311367925,مريم قره داغي,1,1405/03/28,1405/02/29,417070386234,101299
1403/04/28,باز,3120081370276,45832480,6660002529,اميرحسام صالحي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081611363,40587497,46758933,مهناز كريمي تفتي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078467583,56994471,82675661,نادر اورخاني,1,1405/03/28,1405/02/29,417070386234,8261670
1403/03/28,باز,3120078424195,50581903,942523751,سيدمهدي ميرزائي تبادكان,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078327609,21092698,1672249651,غلام سرداري,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078499461,59154777,2889844927,هيمن ايرانمنش,1,1405/03/28,1405/02/29,417070386234,32273
1403/03/28,باز,3120078467958,39482536,3873434601,امير شيرازيان,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078423967,34236223,6770039311,شهريار فرج زاده چوپلو,1,1405/03/28,1405/02/29,417070386234,318316
1403/04/28,باز,3120081368156,7815738,829846638,حامد توكلي,1,1405/03/28,1405/02/29,417070386234,497800
1403/04/28,باز,3120081470172,14052106,2452321941,كاوس عوض پورهيبت لو,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078423330,45208838,4621427563,يداله نجات دهكردي,1,1405/03/28,1405/02/29,417070386234,11198060
1403/03/28,باز,3120078327072,40235962,2280497409,حسن آقابيگي,1,1405/03/28,1405/02/29,417070386234,31206
1403/03/28,باز,3120078373530,28231137,933968868,محسن سپهري اصل,1,1405/03/28,1405/02/29,417070386234,36060
1403/03/28,باز,3120078374704,11671529,3673629387,محبوبه گنجعلي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081366259,45528430,6099977856,سيده امينه احمدي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081462344,10668842,5499759553,نصراله اسماعيلي گنهراني,1,1405/03/28,1405/02/29,417070386234,34777
1403/03/28,باز,3120078376380,38554772,5489873541,مهدي رضائي,1,1405/03/28,1405/02/29,417070386234,52649
1403/04/28,باز,3120081364297,20145279,82331901,ليلا ملكي كيچي,1,1405/03/28,1405/02/29,417070386234,100148
1403/04/28,باز,3120081467581,54551746,4432339500,مهدي كريمي زارچي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078468360,13797725,452661706,ذبيح اله فاضلي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078466603,59338581,4440015263,وحيد طحان زاده اردكاني,1,1405/03/28,1405/02/29,417070386234,29956179
1403/03/28,باز,3120078327791,39161164,78521351,مهناز پناهي آزاد,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081466579,13266283,1751419282,فرزانه وشاحي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078469170,9780176,5380104223,مريم ميرزائي,1,1405/03/28,1405/02/29,417070386234,7204760
1403/03/28,باز,3120078374476,21015326,1911414348,محمد قلعه تلي,1,1405/03/28,1405/02/29,417070386234,7706183
1403/04/28,باز,3120081367979,36476165,2297685181,مهدي نيكوكار,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081466900,10756854,2840127946,صابر سواري,1,1405/03/28,1405/02/29,417070386234,302864
1403/03/28,باز,3120078467712,57975075,5809945570,مصطفي رجبي,1,1405/03/28,1405/02/29,417070386234,25626
1403/03/28,باز,3120078422795,528880,610015710,مينا بيگي,1,1405/03/28,1405/02/29,417070386234,19725
1403/03/28,باز,3120078327425,54409522,945651244,محمد رحماني كاهو,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,بسته,3120078422052,35683557,5190096815,محمود قوجاپور,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081463305,21949229,5469946606,هاجرالسادات موسوي,1,1405/03/28,1405/02/29,417070386234,509589
1403/03/28,باز,3120078467619,22531580,2560044447,مليحه رشيدي كوچي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081461989,31347631,1290690537,مهدي نظري,1,1405/03/28,1405/02/29,417070386234,2154383
1403/03/28,باز,3120078466375,4983974,946332355,فاطمه غلامي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078424700,40034930,2130794564,پارسا رينهء,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078327351,35446783,4879323896,فاطمه سلحشورزاده,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078468894,23641482,2929129514,ياسين ابراهيم زاده,1,1405/03/28,1405/02/29,417070386234,12536
1403/03/28,باز,3120078424722,56329920,2593340460,سيدحسن مومني نوحداني,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081366990,15432351,2283729238,سيداميررضا هاشمي,1,1405/03/28,1405/02/29,417070386234,2496
1403/03/28,باز,3120078423226,31252307,4284313339,حسن شاهبازي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078423945,43388888,2380324980,ساسان رضائيان,1,1405/03/28,1405/02/29,417070386234,339726
1403/03/28,باز,3120078373701,44522420,1988995191,صابر عبياتي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081367766,10858523,6259746024,مريم فارسي,1,1405/03/28,1405/02/29,417070386234,339726
1403/03/28,باز,3120078376166,21505383,5249176641,يحيي جمالي,1,1405/03/28,1405/02/29,417070386234,59566378
1403/03/28,باز,3120078376793,34443421,65352394,مهران افتخارپور,1,1405/03/28,1405/02/29,417070386234,367631
1403/03/28,باز,3120078467299,18273672,56443021,قاسم ديانت پور,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081462856,44685896,3539844449,عبدالحسين رضائي,1,1405/03/28,1405/02/29,417070386234,149376
1403/03/28,باز,3120078375149,50869233,3071100973,هادي اصغري,1,1405/03/28,1405/02/29,417070386234,636582967
1403/04/28,باز,3120081463909,55777045,23054905,بهكام تيموري,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081461589,42319899,1980084769,عظيم هوائي,1,1405/03/28,1405/02/29,417070386234,203
1403/03/28,باز,3120078374863,59388714,3874715116,سعيد خزائي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081363623,16153739,4819962485,سيده آمنه موسوي,1,1405/03/28,1405/02/29,417070386234,235904
1403/03/28,باز,3120078375673,11972335,5039941031,اشرف السادات صحافي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081370865,8924866,1602510016,رضا حشامي,1,1405/03/28,1405/02/29,417070386234,1012
1403/03/28,باز,3120078422324,8319668,1817102095,كتايون پورمحمددرچوچي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078374667,24305723,4650412285,محسن پاسباني,1,1405/03/28,1405/02/29,417070386234,82832
1403/03/28,باز,3120078469114,46915646,3580192061,سعيد حيدرزهي,1,1405/03/28,1405/02/29,417070386234,10039
1403/03/28,باز,3120078468234,23067237,11774101,سجاد ارشادي,1,1405/03/28,1405/02/29,417070386234,161534
1403/03/28,باز,3120078423613,3017074,1374153303,رحيم زهدي پردول,1,1405/03/28,1405/02/29,417070386234,128671
1403/04/28,باز,3120081464845,13302445,3871431540,مرتضي فردمحمديان,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078376144,3256172,3661110330,محمدمهدي نهي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078327201,41121399,1290800375,الهام مصطفائي,1,1405/03/28,1405/02/29,417070386234,68353
1403/04/28,باز,3120081464401,3200138,938031872,حسام شريفيان كركچي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081466771,53268221,4880461652,علي رضا قزلسفلو,1,1405/03/28,1405/02/29,417070386234,161685
1403/03/28,باز,3120078467992,1644211,6239939722,بهمن سلمي امند,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078467004,56899683,1590051572,ذوالفقار فتح اله زاده,1,1405/03/28,1405/02/29,417070386234,7854
1403/03/28,باز,3120078499368,46560388,910052840,علي پاسبان,1,1405/03/28,1405/02/29,417070386234,97922
1403/03/28,مسدودي بدهکار,3120078468157,13280817,4210149691,رضا طهماسبي,1,1405/03/28,1405/02/29,417070386234,177201
1403/04/28,باز,3120081363524,52659283,2860651438,محمد بهرامي,1,1405/03/28,1405/02/29,417070386234,2830
1403/04/28,باز,3120081464089,33342522,4989837975,سيداحمد موسوي نژاد,1,1405/03/28,1405/02/29,417070386234,5958
1403/03/28,بسته,3120078424151,30917508,4810274179,ساحل اسكندري,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081370515,7153958,781117666,يگانه چوپاني,1,1405/03/28,1405/02/29,417070386234,125521
1403/03/28,باز,3120078373789,39462020,5200045551,احمد اسكندري,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078423934,11660703,4850201016,ساسان بهراميان فرد,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078422188,8291266,1199189952,معصومه درويش پوريان,1,1405/03/28,1405/02/29,417070386234,671128
1403/04/28,باز,3120081465268,38399951,21663351,مهران داستان,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078326435,39663872,589665553,سيدعليرضا سجادي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081367287,50531779,1288036833,شهريار حيدري سورشجاني,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078327540,36957834,520129873,سحر آشوري,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081366853,48515525,6169878606,نصرت اله خيراللهي,1,1405/03/28,1405/02/29,417070386234,151619
1403/03/28,باز,3120078373950,56489041,6489923378,ليلا قائدي جشني,1,1405/03/28,1405/02/29,417070386234,16986
1403/04/28,باز,3120081370618,56554432,4270830549,محمد جعفري,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078327823,21831785,2050086873,حامد يوسفي كمانگر,1,1405/03/28,1405/02/29,417070386234,8411
1403/03/28,باز,3120078376267,6345657,5240072779,مهدي رضائي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081463066,54855206,53163818,فريده يوسفي,1,1405/03/28,1405/02/29,417070386234,149415
1403/03/28,باز,3120078326796,51474731,1291488030,مجتبي اعتباريان خوراسگاني,1,1405/03/28,1405/02/29,417070386234,171364
1403/03/28,باز,3120078373600,44735675,3149546461,ابوالقاسم تولائي شهربابك,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081466513,35668201,2740795424,ميثم آسيائي آق گنبد,1,1405/03/28,1405/02/29,417070386234,3273
1403/04/28,باز,3120081469923,6428298,1672509424,شهين درگاهي خياوي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078468816,15031623,15803120,شهرزاد كاظمي,1,1405/03/28,1405/02/29,417070386234,170089
1403/03/28,باز,3120078469413,58531553,1050704045,سيدامين اماميان,1,1405/03/28,1405/02/29,417070386234,466013
1403/04/28,باز,3120081367526,5453380,13175599,محمد شوقي بدر,1,1405/03/28,1405/02/29,417070386234,1241332
1403/04/28,باز,3120081366178,12111885,2360528769,مريم جمالي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081365379,48132252,759480753,اعظم سادات شاكري,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081470390,20628239,1230071466,حسن حسنعليان,1,1405/03/28,1405/02/29,417070386234,849
1403/03/28,باز,3120078469402,10709927,2380269149,سميه احمدي پور,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078376188,13060358,4559918422,محسن نوروزي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078375105,7819609,1742767801,هادي شرهاني,1,1405/03/28,1405/02/29,417070386234,62787
1403/03/28,باز,3120078326468,39414515,2360037961,عليرضا كشوري,1,1405/03/28,1405/02/29,417070386234,7228
1403/04/28,باز,3120081470422,12419002,1091354022,حسينعلي سمندري,1,1405/03/28,1405/02/29,417070386234,386559
1403/04/28,باز,3120081368602,4279807,2872316851,خالد رستمي اقدم,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078467970,3731417,1111177066,سعيد احمدي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078423002,10617831,533051592,عادل محمودي,1,1405/03/28,1405/02/29,417070386234,115776367
1403/03/28,باز,3120078377013,22611721,1989740634,دانيال جلالي,1,1405/03/28,1405/02/29,417070386234,4441830
1403/04/28,باز,3120081467514,39583855,2297015836,علي مدني,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081469057,2850787,371144140,مهسا كردي,1,1405/03/28,1405/02/29,417070386234,466
1403/03/28,باز,3120078375161,33749022,3241301087,پريا حياتي,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078375581,32438933,2840205432,بهنام عماري,1,1405/03/28,1405/02/29,417070386234,24375
1403/04/28,باز,3120081462643,54170785,4501113359,ميثم بدرخاني,1,1405/03/28,1405/02/29,417070386234,27364
1403/04/28,باز,3120081367036,7864294,2421092167,مجتبي فرهادي باصري,1,1405/03/28,1405/02/29,417070386234,203638
1403/03/28,باز,3120078422257,56150689,4281102711,مهدي حسني,1,1405/03/28,1405/02/29,417070386234,1469749
1403/03/28,باز,3120078326578,52514369,371030579,حسين عيوضي,1,1405/03/28,1405/02/29,417070386234,7134
1403/03/28,باز,3120078467413,35582566,1660211913,مهدي عبادي قورت تپه,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078375880,32650793,2370465344,بهنام اردشيرپور,1,1405/03/28,1405/02/29,417070386234,195513
1403/04/28,باز,3120081464889,15438935,4371467210,علي جعفري,1,1405/03/28,1405/02/29,417070386234,6210
1403/04/28,باز,3120081369012,40082198,2141716764,رمضان رمضاني پاريمه,1,1405/03/28,1405/02/29,417070386234,284
1403/03/28,باز,3120078373213,3038818,53902688,مجيد نبئي,1,1405/03/28,1405/02/29,417070386234,3397260
1403/04/28,باز,3120081365597,52944039,3510102169,سيدرضا موسوي فر,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081461545,48577332,4449391977,محمد زماني فر,1,1405/03/28,1405/02/29,417070386234,0
1403/03/28,باز,3120078466283,37931466,1610371674,محمد شهبازي اضماره,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081465280,9659972,23088060,زينب حسين زاده,1,1405/03/28,1405/02/29,417070386234,18376
1403/04/28,باز,3120081466023,11983020,6549871255,ثريا مرادي,1,1405/03/28,1405/02/29,417070386234,33972
1403/03/28,باز,3120078374771,12883786,622375458,محسن دهقاني,1,1405/03/28,1405/02/29,417070386234,2547
1403/03/28,باز,3120078424559,5396525,3934107605,مهدي بهرامي,1,1405/03/28,1405/02/29,417070386234,132958
1403/03/28,باز,3120078469082,30408216,1740342534,محسن امامي,1,1405/03/28,1405/02/29,417070386234,32122896
1403/04/28,باز,3120081464719,30969441,4819681796,راضيه آخوندغفوري,1,1405/03/28,1405/02/29,417070386234,135210
1403/04/28,باز,3120081364978,32050421,2064867368,زهرا عيسي پوردرزي,1,1405/03/28,1405/02/29,417070386234,0
1403/04/28,باز,3120081464905,46090478,2520214716,حسن بستاني,1,1405/03/28,1405/02/29,417070386234,526997
1403/03/28,باز,3120078376346,24677380,3391893680,فرامرز صادقي,1,1405/03/28,1405/02/29,417070386234,101068
1403/04/28,باز,3120081464557,20504693,5320051964,علي علي خاني,1,1405/03/28,1405/02/29,417070386234,322521
1403/03/28,باز,3120078425428,504013,22556400,پژمان ربيعي يكتا,1,1405/03/28,1405/02/29,417070386234,0
